CODIGO;Código Nuevo;NOMBRE;Región Codigo;Región Nombre;COMUNA;Nom. Comuna;SS Codigo;SS Nombre;Tipo de Establecimiento;Nivel de Atención;Nivel de Atención DEIS;Dependencia de Ejecución;Certificación;Hospital;Especialidad;ACTIVO;Vigente;Código Nuevo
22-601;122601;COSAM Comunitario Las Ánimas;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;122601
22-602;122602;COSAM Angachilla;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;122602
22-010;122010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Valdivia);14;De Los Ríos;14101;Valdivia;22;Valdivia;Dirección Servicio de Salud;No Aplica;No Aplica;Servicio de Salud;Autogestionado;NO;Atención de Especialidad;SI;SI;122010
22-100;122100;Hospital Clínico Regional (Valdivia);14;De Los Ríos;14101;Valdivia;22;Valdivia;Establecimiento Alta Complejidad;Secundario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;122100
22-101;122101;Hospital de Corral;14;De Los Ríos;14102;Corral;22;Valdivia;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;122101
22-102;122102;Hospital de Los Lagos;14;De Los Ríos;14104;Los Lagos;22;Valdivia;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;122102
22-103;122103;Hospital de Lanco;14;De Los Ríos;14103;Lanco;22;Valdivia;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;Atención de Especialidad;SI;SI;122103
22-104;122104;Hospital Juan Morey (La Unión);14;De Los Ríos;14201;La Unión;22;Valdivia;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;122104
22-105;122105;Hospital de Río Bueno;14;De Los Ríos;14204;Río Bueno;22;Valdivia;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;Autogestionado;SI;Atención de Especialidad;SI;SI;122105
22-106;122106;Hospital de Paillaco;14;De Los Ríos;14107;Paillaco;22;Valdivia;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;122106
22-200;122200;Hospital de Mariquina;14;De Los Ríos;14106;Mariquina;22;Valdivia;Establecimiento Baja Complejidad;Primario;Terciario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;122200
22-201;122201;Hospital Padre Bernabé de Lucerna (Panguipulli) (D);14;De Los Ríos;14108;Panguipulli;22;Valdivia;Establecimiento Baja Complejidad;Primario;Terciario;Otra Institución;No Autogestionado;SI;No Especialidad;SI;SI;122201
22-400;122400;Posta de Salud Rural Punucapa;14;De Los Ríos;14101;Valdivia;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122400
22-401;122401;Posta de Salud Rural Huellelhue;14;De Los Ríos;14101;Valdivia;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122401
22-402;122402;Posta de Salud Rural Curiñanco;14;De Los Ríos;14101;Valdivia;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122402
22-404;122404;Posta de Salud Rural Isla del Rey;14;De Los Ríos;14102;Corral;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122404
22-405;122405;Posta de Salud Rural Chaihuín;14;De Los Ríos;14102;Corral;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122405
22-406;122406;Posta de Salud Rural El Salto;14;De Los Ríos;14104;Los Lagos;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122406
22-407;122407;Posta de Salud Rural Las Huellas;14;De Los Ríos;14104;Los Lagos;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122407
22-408;122408;Posta de Salud Rural Antilhue;14;De Los Ríos;14104;Los Lagos;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122408
22-409;122409;Posta de Salud Rural Riñihue;14;De Los Ríos;14104;Los Lagos;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122409
22-410;122410;Posta de Salud Rural Folilco;14;De Los Ríos;14104;Los Lagos;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122410
22-411;122411;Posta de Salud Rural Malihue;14;De Los Ríos;14104;Los Lagos;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122411
22-413;122413;Posta de Salud Rural Melefquén;14;De Los Ríos;14108;Panguipulli;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122413
22-414;122414;Posta de Salud Rural Chan Chan;14;De Los Ríos;14106;Mariquina;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122414
22-415;122415;Posta de Salud Rural Mehuín;14;De Los Ríos;14106;Mariquina;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122415
22-416;122416;Posta de Salud Rural Mississippi;14;De Los Ríos;14106;Mariquina;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122416
22-417;122417;Posta de Salud Rural Pelchuquín;14;De Los Ríos;14106;Mariquina;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122417
22-418;122418;Posta de Salud Rural Ciruelos;14;De Los Ríos;14106;Mariquina;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122418
22-419;122419;Posta de Salud Rural Alepué;14;De Los Ríos;14106;Mariquina;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122419
22-420;122420;Posta de Salud Rural Iñipulli;14;De Los Ríos;14106;Mariquina;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122420
22-421;122421;Posta de Salud Rural Huitag;14;De Los Ríos;14108;Panguipulli;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122421
22-422;122422;Posta de Salud Rural Neltume;14;De Los Ríos;14108;Panguipulli;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122422
22-425;122425;Centro Comunitario de Salud Familiar Liquiñe;14;De Los Ríos;14108;Panguipulli;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122425
22-426;122426;Posta de Salud Rural Pirihueico;14;De Los Ríos;14108;Panguipulli;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122426
22-427;122427;Posta de Salud Rural Cayumapu;14;De Los Ríos;14108;Panguipulli;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122427
22-428;122428;Posta de Salud Rural Catamutún;14;De Los Ríos;14201;La Unión;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122428
22-429;122429;Posta de Salud Rural Puerto Nuevo;14;De Los Ríos;14201;La Unión;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122429
22-430;122430;Posta de Salud Rural Choroico (La Unión);14;De Los Ríos;14201;La Unión;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122430
22-431;122431;Posta de Salud Rural Pilpilcahuín;14;De Los Ríos;14201;La Unión;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122431
22-432;122432;Posta de Salud Rural Traiguén ( La Unión);14;De Los Ríos;14201;La Unión;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122432
22-433;122433;Posta de Salud Rural Llancacura;14;De Los Ríos;14201;La Unión;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122433
22-434;122434;Posta de Salud Rural Crucero (Río Bueno);14;De Los Ríos;14204;Río Bueno;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122434
22-435;122435;Posta de Salud Rural Vivanco;14;De Los Ríos;14204;Río Bueno;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122435
22-436;122436;Posta de Salud Rural Carimallín;14;De Los Ríos;14204;Río Bueno;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122436
22-437;122437;Posta de Salud Rural Trapi;14;De Los Ríos;14204;Río Bueno;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122437
22-438;122438;Posta de Salud Rural Cayurruca;14;De Los Ríos;14204;Río Bueno;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122438
22-439;122439;Posta de Salud Rural Futahuente;14;De Los Ríos;14204;Río Bueno;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122439
22-440;122440;Posta de Salud Rural Reumén;14;De Los Ríos;14107;Paillaco;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122440
22-441;122441;Posta de Salud Rural Pichirropulli;14;De Los Ríos;14107;Paillaco;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122441
22-442;122442;Posta de Salud Rural Aguas Negras;14;De Los Ríos;14107;Paillaco;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122442
22-443;122443;Posta de Salud Rural Arquilhue;14;De Los Ríos;14202;Futrono;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122443
22-444;122444;Posta de Salud Rural Loncopán;14;De Los Ríos;14202;Futrono;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122444
22-445;122445;Posta de Salud Rural Maihue;14;De Los Ríos;14202;Futrono;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122445
22-446;122446;Posta de Salud Rural Huapi;14;De Los Ríos;14202;Futrono;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122446
22-447;122447;Posta de Salud Rural Llifén;14;De Los Ríos;14202;Futrono;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122447
22-448;122448;Posta de Salud Rural Pitriuco;14;De Los Ríos;14203;Lago Ranco;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122448
22-449;122449;Posta de Salud Rural Illahuape;14;De Los Ríos;14203;Lago Ranco;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122449
22-450;122450;Centro Comunitario de Salud Familiar Riñinahue;14;De Los Ríos;14203;Lago Ranco;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122450
22-451;122451;Posta de Salud Rural Morrompulli;14;De Los Ríos;14101;Valdivia;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122451
22-452;122452;Posta de Salud Rural Bocatoma;14;De Los Ríos;14108;Panguipulli;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122452
22-453;122453;Posta de Salud Rural Santa Elisa;14;De Los Ríos;14201;La Unión;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122453
22-454;122454;Posta de Salud Rural Mashue;14;De Los Ríos;14201;La Unión;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122454
22-455;122455;Posta de Salud Rural Mantilhue;14;De Los Ríos;14204;Río Bueno;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122455
22-456;122456;Posta de Salud Rural Santa Rosa (Paillaco);14;De Los Ríos;14107;Paillaco;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122456
22-457;122457;Posta de Salud Rural Santa Filomena (Paillaco);14;De Los Ríos;14107;Paillaco;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122457
22-458;122458;Posta de Salud Rural Calcurrupe;14;De Los Ríos;14203;Lago Ranco;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122458
22-459;122459;Posta de Salud Rural Huichaco;14;De Los Ríos;14105;Máfil;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122459
22-460;122460;Posta de Salud Rural Pocura;14;De Los Ríos;14203;Lago Ranco;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122460
22-461;122461;Posta de Salud Rural Rupumeica;14;De Los Ríos;14203;Lago Ranco;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122461
22-462;122462;Posta de Salud Rural Los Esteros;14;De Los Ríos;14201;La Unión;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122462
22-463;122463;Centro Comunitario de Salud Familiar Nontuela (Enrique Strange);14;De Los Ríos;14202;Futrono;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122463
22-464;122464;Posta de Salud Rural Lago Neltume;14;De Los Ríos;14108;Panguipulli;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122464
22-465;122465;Posta de Salud Rural Pellinada;14;De Los Ríos;14104;Los Lagos;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122465
22-993;200093;Posta de Salud Rural Cayumapu;14;De Los Ríos;14101;Valdivia;22;Valdivia;Posta de Salud Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200093
22-011;122011;PRAIS (S.S. Valdivia);14;De Los Ríos;14101;Valdivia;22;Valdivia;0;No Aplica;No Aplica;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;122011
22-801;122801;SAPU Las Ánimas;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122801
22-802;122802;SAPU Gil de Castro;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122802
22-810;122810;SAR La Unión;14;De Los Ríos;14201;La Unión;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122810
22-811;122811;SAPU Malalhue;14;De Los Ríos;14103;Lanco;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122811
22-812;122812;SAPU Río Bueno;14;De Los Ríos;14204;Río Bueno;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122812
22-814;122814;SAPU Angachilla;14;De Los Ríos;14101;Valdivia;22;Valdivia;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;122814
06-014;200386;Clínica Dental Móvil Pat. EZE-032 (Valparaíso);5;De Valparaíso;05101;Valparaiso;6;Valparaíso-SA;Clínica Dental Móvil;Primario;Primario;Municipal;No Autogestionado;NO;;;SI;200386
06-711;106711;Centro Comunitario de Salud Familiar Porvenir Bajo;5;De Valparaíso;05101;Valparaiso;6;Valparaíso-SA;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;106711
06-728;106728;Centro Comunitario de Salud Familiar Isla Negra;5;De Valparaíso;05604;El Quisco;6;Valparaíso-SA;0;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;106728
06-729;106729;Centro Comunitario de Salud Familiar Tejas Verdes;5;De Valparaíso;05601;San Antonio;6;Valparaíso-SA;0;Primario;Primario;Municipal;Autogestionado;NO;Atención de Especialidad;SI;SI;106729
06-736;106736;Centro Comunitario de Salud Familiar Manuel Bustos Huerta;5;De Valparaíso;05601;San Antonio;6;Valparaíso-SA;0;Primario;Primario;Municipal;No Autogestionado;NO;Atención de Especialidad;SI;SI;106736
06-150;106150;Centro de Sangre y Tejidos IV y V Región;5;De Valparaíso;05101;Valparaiso;6;Valparaíso-SA;Consultorio de Diagnóstico y Tratamiento;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;106150
06-151;106151;Centro de Referencia de Salud Odontológica;5;De Valparaíso;05101;Valparaiso;6;Valparaíso-SA;Centro de Referencia de Salud;Secundario;Secundario;Servicio de Salud;No Autogestionado;SI;No Especialidad;SI;SI;106151
06-012;106012;Clínica Dental Móvil Triple. Pat. PW4101 (Valparaíso);5;De Valparaíso;05101;Valparaiso;6;Valparaíso-SA;Clínica Dental Móvil;Primario;Primario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;106012
06-013;200378;Clínica Dental Móvil Pat. EZE-031 (Valparaíso);5;De Valparaíso;05101;Valparaiso;6;Valparaíso-SA;Clínica Dental Móvil;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;200378
06-905;200341;COSAM Domingo Asún Salazar;5;De Valparaíso;05101;Valparaiso;6;Valparaíso-SA;0;Secundario;Secundario;Servicio de Salud;No Autogestionado;NO;No Especialidad;SI;SI;200341
06-327;106327;Centro de Salud Familiar Algarrobo;5;De Valparaíso;05602;Algarrobo;6;Valparaíso-SA;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;106327
06-328;106328;Centro de Salud Familiar El Quisco;5;De Valparaíso;05604;El Quisco;6;Valparaíso-SA;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;106328
06-337;106337;Centro de Salud Familiar Rocas de Santo Domingo;5;De Valparaíso;05606;Santo Domingo;6;Valparaíso-SA;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;106337
06-338;106338;Centro de Salud Familiar El Tabo;5;De Valparaíso;05605;El Tabo;6;Valparaíso-SA;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;106338
06-400;106400;Centro de Salud Familiar Juan Fernández;5;De Valparaíso;05104;Juan Fernández;6;Valparaíso-SA;Consultorio General Rural;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;106400
06-300;106300;Centro de Salud Familiar Placeres;5;De Valparaíso;05101;Valparaiso;6;Valparaíso-SA;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;106300
06-301;106301;Centro de Salud Familiar Esperanza;5;De Valparaíso;05101;Valparaiso;6;Valparaíso-SA;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;106301
06-302;106302;Centro de Salud Familiar Barón;5;De Valparaíso;05101;Valparaiso;6;Valparaíso-SA;Consultorio General Urbano;Primario;Primario;Municipal;No Autogestionado;NO;No Especialidad;SI;SI;106302
