Propuesta de Código;Tipo de LE;Glosa;Especialidad;tipo de Especialidad;Complejidad Nueva;Oncológicas;Edad_Min año;Edad_Max año;Edad_Min días;Edad_Max días
17-03-066;NO GES;Instalación de catéter venoso de larga duración tunelizado (incluye cateter);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-067;NO GES;Simpatectomía cervico-torácica toracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-065;NO GES;Mediastinoscopía y/o videomediastinoscopía c/s biopsia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-066;NO GES;Tumores o quistes de mediastino (anterior o posterior) tratamiento quirúrgico c/s disección ganglionar por videotoracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-067;NO GES;Cirugía del diafragma con cirugía de vísceras abdominales o torácicas por vía toracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-068;NO GES;Heridas traumáticas, trat. quir. por vía videotoracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-069;NO GES;Cirugía de tumores o malformaciones diafragmaticos por videotoracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-070;NO GES;Biopsia pleural por videotoracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-071;NO GES;Cuerpo extraño pleural, por videotoracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-072;NO GES;Decorticación pleuropulmonar (pleurectomía parcial o total) por videotoracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-073;NO GES;Absceso pulmonar, drenaje por videotoracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-074;NO GES;Cirugía de quiste hidatídico c/s resección pulmonar por vía videotoracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-075;NO GES;Metástasis unilateral, trat. quir. por videotoracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-076;NO GES;Atresia esofágica con fístula traqueoesofágica por toracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-077;NO GES;Atresia esofágica sin fístula traqueoesofágica por toracoscopia;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-078;NO GES;Atresia esofágica sin fístula traqueoesofágica. Anastomosis;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-071;NO GES;Aneurisma torácico con compromiso de arco aórtico tratamiento endovascular;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-072;NO GES;Implante de desfribilador con resincronizador VVI (incluye dispositivo);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-073;NO GES;Implante de desfribilador con resincronizador DDD  (incluye dispositivo);Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-080;NO GES;Videotoracoscopía exploradora ;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-081;NO GES;Conducto torácico, ligadura por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-082;NO GES;Frenoparalisis tratatamiento quirúrgico laparoscópico;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-083;NO GES;Frenoparalisis tratamiento quirúrgico por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-084;NO GES;Hernioplastía diafragmática por vía torácica c/s prótesis por vía videotoracoscopica ;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-085;NO GES;Pleurodesis por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-086;NO GES;Tumores pleurales, por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-087;NO GES;Cirugía del mesotelioma maligno;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-088;NO GES;Fibrinolisis pleural por pleurotomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-089;NO GES;Resección segmentaria atipica por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-090;NO GES;Heridas de pulmón, trat. quir. por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-091;NO GES;Lobectomía o bilobectomía por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-092;NO GES;Neumonectomía por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-093;NO GES;Resecciones segmentarias anatómica por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-094;NO GES;Extracción cuerpo extraño esofágico por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-095;NO GES;Resección de tumor esofagico benignos por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-096;NO GES;Resección de diverticulos esofágicos por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-097;NO GES;Sutura herida o perforación esófago torácico por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-068;NO GES;Resección ganglios mediastínicos por toracotomía;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-069;NO GES;Resección ganglios mediastínicos por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-070;NO GES;Vaciamiento mediastínico ántero-superior;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-04-079;NO GES;Cirugía del opérculo torácico por vía videotoracoscopica;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-083;NO GES;Cirugía de la estenosis hipertrófica del píloro. Abierta;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-084;NO GES;Cirugía de la estenosis hipertrófica del píloro. Laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-085;NO GES;Laparotomía exploradora, instalación de VAC (por procedimiento);Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-086;NO GES;Cirugía antirreflujo más gastrostomía;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-087;NO GES;Cirugía antirreflujo más gastrostomia vía laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-158;NO GES;Cirugía bariátrica By Pass Gástrico por laparoscopia ;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-159;NO GES;Cirugía bariátrica Manga Gástrica por laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-088;NO GES;Cirugía de la atresia de vía biliar;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-089;NO GES;Cirugía de la atresia de vía biliar por vía laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-090;NO GES;Atresia o estenosis duodenal, páncreas anular, reparación quirúrgica. Abierta;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-091;NO GES;Atresia o estenosis duodenal, páncreas anular, reparación quirúrgica laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-092;NO GES;Esplenectomía por vía laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-093;NO GES;Cirugía de la enterocolitis neonatal con resección intestinal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-094;NO GES;Cirugía de la enterocolitis neonatal con resección intestinal laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-095;NO GES;Cirugía de la enterocolitis neonatal con resección múltiple;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-096;NO GES;Cirugía de la enterocolitis neonatal con resección múltiple laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-097;NO GES;Cirugía de la enterocolitis neonatal sin resección intestinal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-098;NO GES;Cirugía de la enterocolitis neonatal sin resección intestinal laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-099;NO GES;Reconstitución de transito post enterocolitis neonatal con una entero-entero anastomosis;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-106;NO GES;Reconstitución de transito post enterocolitis neonatal con múltiples entero-entero anastomosis;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-102;NO GES;Atresia o estenosis yeyuno-ileal, reparación primaria abierta;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-103;NO GES;Atresia o estenosis yeyuno-ileal, reparación primaria laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-104;NO GES;Atresia o estenosis yeyuno-ileal, resección y ostomías abierta;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-105;NO GES;Atresia o estenosis yeyuno-ileal, resección y ostomías laparoscopia;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-149;NO GES;By pass gástrico por cirugía abierta;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-150;NO GES;By pass gástrico por laparoscopía;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-151;NO GES;Cirugía del quiste de colédoco;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-02-152;NO GES;Cirugía del quiste de colédoco laparoscópico;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-039;NO GES;Cirugía de la cloaca, primer tiempo de derivación;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-040;NO GES;Cirugía de la cloaca, reparación definitiva;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-041;NO GES;Cirugía reparadora en Enfermedad de Hirschsprung vía abdomino-perineal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
18-03-042;NO GES;Cirugía reparadora en Enfermedad de Hirschsprung vía endoanal;Cirugía Digestiva;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-093;NO GES;Ureterostomía unilateral: vesical, cutáneo o intestinal por vía de abordaje laparoscopia;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-091;NO GES;Reparación vesical por trauma o daño de cualquier tipo. Por vía de abordaje laparoscópica;Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
19-02-092;NO GES;Inyección ureteral o vesical de medicamentos o sustancias vía endoscópica (no incluye fármaco);Urología y Nefrología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-02-006;NO GES;Biopsia linfonodo centinela;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-042;NO GES;Linfadenectomía pélvica bilateral laparoscopia ;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-043;NO GES;Traquelectomía radical ;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-044;NO GES;Linfadenectomía pelvica bilateral abierta;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-045;NO GES;Traquelectomía radical laparoscópica ;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-03-046;NO GES;Traquelectomía simple por vía vaginal;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-04-013;NO GES;Cirugía quiste o tumor benigno del ovario abierta, neonatal;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-04-014;NO GES;Cirugía quiste o tumor benigno del ovario laparoscópico, neonatal;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-04-015;NO GES;Tratamiento quirúrgico abierto del quiste paraovárico o del ligamento ancho, neonatal;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-04-016;NO GES;Tratamiento quirúrgico laparoscópico del quiste paraovárico o del ligamento ancho, laparoscópico, neonatal;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
20-04-017;NO GES;Tratamiento quirúrgico de himen imperforado, paciente pediátrico;Ginecología y Obstetricia;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-203;NO GES;Tratamiento quir., dedos en gatillo, cualquier número téc. WALANT (anestesia local sin torniquete);Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-232;NO GES;Punción discal diagnóstica o terapéutica;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-233;NO GES;Biopsia vertebral abierta;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-234;NO GES;Resección parcial de sacro distal y coxis;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-235;NO GES;Resección parcial de sacro proximal;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-236;NO GES;Teratoma sacrococcigeo;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-237;NO GES;Teratoma sacrococcigeo intra y extrapelviano;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-05-001;NO GES;Cirugía bucal;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-002;NO GES;Cirugía de enfermedad periodontal (por grupo);Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-003;NO GES;Corticotomía;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-05-004;NO GES;Disyunción palatina quirúrgica;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-05-005;NO GES;Extirpación de pseudoquistes, quistes y tumores;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-05-006;NO GES;Glosectomías;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-05-007;NO GES;Implante endodóntico intraóseo;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-008;NO GES;Implantes subperiósticos;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-05-009;NO GES;Exodoncia de dientes retenidos;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-010;NO GES;Exodoncia de tercer molar con osteotomía ;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-011;NO GES;Injertos en boca;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-05-012;NO GES;Elevación de piso del seno maxilar;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-05-013;NO GES;Plastía de fístula salival;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-014;NO GES;Preparación quirúrgica de los maxilares con fines protésicos;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-015;NO GES;Profundización de vestíbulo o reconstrucción de rebordes, con o sin injerto;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-05-016;NO GES;Reimplante y trasplante dentario;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-017;NO GES;Remoción de cuerpo extraño y secuestrectomía;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-018;NO GES;Sutura completa de herida mayor;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-019;NO GES;Sutura completa de herida menor;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-05-020;NO GES;Sutura simple de herida;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
