Propuesta de Código;Tipo de LE;Glosa;Especialidad;tipo de Especialidad;Complejidad Nueva;Oncológicas;Edad_Min año;Edad_Max año;Edad_Min días;Edad_Max días
21-04-127;NO GES;Desarticulación cadera;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-128;NO GES;Endoprótesis parcial de Caderas c/s cementación (cualquier técnica) (no incluye prótesis);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-129;NO GES;Endoprótesis total de cadera  (no incluye prótesis);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-130;NO GES;Epifisiolisis lenta o aguda, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-131;NO GES;Fractura de cuello de fémur, osteosíntesis, cualquier técnica (no incluye elementos de osteosíntesis);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-132;NO GES;Fractura de cuello de fémur, resección epífisis femoral;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-133;NO GES;Luxación traumática cadera, reducción cruenta;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-134;NO GES;Luxofractura acetabular, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-135;NO GES;Operación de salvataje cadera, columna o similares;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-136;NO GES;Osteotomías femorales;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-137;NO GES;Reducción cruenta en luxación congénita o traumática;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-138;NO GES;Reducción cruenta y acetabuloplastía femoral c/s osteotomía femoral;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-139;NO GES;Reducción cruenta y osteotomía femoral;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-140;NO GES;Tenotomía aductores c/s botas, con yugo (proc. aut.);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-141;NO GES;Trocanteroplastías;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-142;NO GES;Amputación muslo;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-143;NO GES;Epifisiodesis (fémur y/o tibia);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-144;NO GES;Osteosíntesis diafisiaria o metafisiaria (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-145;NO GES;Osteotomía correctora;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-146;NO GES;Osteotomía(muslo) de alargamiento o acortamiento con osteosíntesis inmediata o distracción instrumental progresiva;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-147;NO GES;Osteotomía en rosario con enclavijamiento clavo telescópico;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-148;NO GES;Pseudoartrosis, trat. quir. (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-149;NO GES;Ruptura y/o hernia muscular, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-150;NO GES;Artrotomía por cuerpos libres, osteocondritis (proc. aut);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-151;NO GES;Desarticulación rodilla;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-152;NO GES;Disfunción patelo-femoral, realineamiento (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-153;NO GES;Endoprotesis total de rodilla, (cualquier tecnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-154;NO GES;Fractura rótula: osteosíntesis o patelectomía parc. o total;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-155;NO GES;Fracturas condíleas o de platillos tibiales, reducción, osteosíntesis (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-156;NO GES;Inestabilidad crónica de rodilla, reconstrucción cápsuloligamentosa (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-157;NO GES;Luxación o rotura ligamentos, trat. quir. cápsulo-ligamentoso;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-158;NO GES;Meniscectomía quirúrgica, interna y/o externa;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-159;NO GES;Meniscectomía u otras intervenciones por vía artroscópica (incluye artroscopía diagnóstica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-160;NO GES;Quiste poplíteo, trat. quir.;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-161;NO GES;Reconstrucción aparato extensor;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-162;NO GES;Reparación quirúrgica ligamentos colaterales y/o cruzados;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-163;NO GES;Traslocaciones músculo-tendinosas en rodilla paralítica o espástica;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-164;NO GES;Amputación pierna;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-165;NO GES;Colgajo cruzado de pierna, trat. quir. completo;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-166;NO GES;Fasciotomía por síndrome compartamental;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-167;NO GES;Osteosíntesis tibio-peroné  (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-168;NO GES;Osteotomía correctora de ejes  (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-169;NO GES;Osteotomía(rodilla) de alargamiento o acortamiento con osteosíntesis inmediata o distracción instrumental progresiva;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-170;NO GES;Osteotomía del peroné;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-171;NO GES;Peroné protibia;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-172;NO GES;Pseudoartrosis, c/s osteosíntesis  (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-173;NO GES;Desarticulación tobillo;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-174;NO GES;Endoprótesis total de Topbillo (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-175;NO GES;Esguince grave de Tobillo , trat. quir. cápsulo-ligamentoso;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-176;NO GES;Fractura astrágalo y/o calcáneo, osteosíntesis (cualq. técn.);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-177;NO GES;Huesos supernumerarios, extirpación, uno o más del mismo lado;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-178;NO GES;Luxación tibio-astrág.-calcán., reducc. cruenta y osteosínt.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-179;NO GES;Luxofractura tobillo, cualquier tipo, osteosíntesis y reparación cápsulo-ligamentosa;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-180;NO GES;Osteoplastía tibio-calcánea;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-181;NO GES;Ruptura tendón de Aquiles o tibial posterior, tenorrafia primaria y/o transposiciones tendinosas;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-182;NO GES;Ruptura tibial anterior u otros, tenorrafia;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-183;NO GES;Tenorrafia extensores o tenotomía de alargamiento de tendón de Aquiles;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-184;NO GES;Traslocación tendinosa;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-185;NO GES;Amputación transmetatarsiana;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-186;NO GES;Astrágalo vertical, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-187;NO GES;Espolón calcáneo, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-188;NO GES;"Exostosis 5° metatarsiano, (""juanetillo"")  trat. quir.";Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-189;NO GES;Fasciotomía plantar (proc. aut.);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-190;NO GES;Hallux valgus o rígidus, trat.quir. completo (cualquier téc.);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-191;NO GES;Luxaciones, luxofracturas, fracturas, reducción cruenta;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-192;NO GES;Mal perforante plantar, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-193;NO GES;Neuroma de Morton, trat. quir.;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-194;NO GES;Ortejos en garra, trat. quir., cualq. número (cualq. técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-195;NO GES;Ortejos, amputación, uno o más del mismo pié;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-196;NO GES;Pié bot u otras malformaciones congénitas, trat. quir. (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-197;NO GES;Pié cavo, trat. quir. (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-198;NO GES;Pié plano, trat. quir. (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-199;NO GES;Pié reumatoídeo, trat. quir. completo (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-200;NO GES;Sesamoídeos, extirpación de uno o más del mismo pié;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-201;NO GES;Tenorrafia extensores pié;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-202;NO GES;Transplantes tendinosos (cualquier técnica);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-213;NO GES;Escoliosis, trat. quir., cualquier vía de abordaje, con instrumentación (incluye elementos de osteosíntesis);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-228;NO GES;Endoprótesis parcial c/s cementación (cualquier técnica) (incluye prótesis);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-229;NO GES;Endoprótesis total de cadera (incluye prótesis);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-231;NO GES;Fractura de cuello de fémur, osteosíntesis, cualquier técnica (incluye elementos de osteosíntesis);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-06-001;NO GES;Retiro de endoprótesis u osteosíntesis internas articulares o de columna vertebral;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-06-002;NO GES;Retiro de placas rectas o anguladas;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-06-003;NO GES;Retiro de tornillos, clavos, agujas de osteosíntesis o similares;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-07-007;NO GES;Tratamiento funcional con técnica de Sarmiento y similares de extremidad inferior;Traumatología;;Proc;Intervención Quirúrgica No Oncológica;;;;
21-07-008;NO GES;Tratamiento funcional con técnica de Sarmiento y similares de extremidad superior;Traumatología;;Proc;Intervención Quirúrgica No Oncológica;;;;
21-0X-XXX;NO GES;TRAUMATOLOGIA;Traumatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-001;NO GES;Cirugía de enfermedad periodontal (por grupo);Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-002;NO GES;Corticotomía;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-003;NO GES;Disyunción palatina quirúrgica;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-004;NO GES;Extirpación de pseudoquistes, quistes y tumores;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-005;NO GES;Glosectomías;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-006;NO GES;Implante endodóntico intraóseo;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-007;NO GES;Implantes subperiósticos;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-008;NO GES;Inclusiones dentarias (extracción de 3° Molar);Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-009;NO GES;Injertos en boca;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-010;NO GES;Intervenciones quirúrgicas en el seno maxilar;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-011;NO GES;Plastía de fístula salival;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-012;NO GES;Preparación quirúrgica de los maxilares con fines protésicos;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-013;NO GES;Profundización de vestíbulo o reconstrucción de rebordes, con o sin injerto;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-014;NO GES;Reimplante y trasplante dentario;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-015;NO GES;Remoción de cuerpo extraño y secuestrectomía;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-016;NO GES;Sutura completa de herida mayor;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-017;NO GES;Sutura completa de herida menor;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-018;NO GES;Sutura simple de herida;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
27-03-019;NO GES;Tratamiento quirúrgico fracturas maxilar superior;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-020;NO GES;Tratamiento quirúrgico de fracturas en maxilar inferior;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-021;NO GES;Tratamiento de traumatismo dento alveolar simple;Odontología;;Proc;Intervención Quirúrgica No Oncológica;;;;
27-03-022;NO GES;Tratamiento de traumatismo dento alveolar complejo;Odontología;;Proc;Intervención Quirúrgica No Oncológica;;;;
27-03-023;NO GES;Implante endo-oseo oseointegrable;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-024;NO GES;Pilar Protésico sobre Implantes;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
27-03-XXX;NO GES;ODONTOLOGIA;Odontología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
70-03-001;NO GES;Operaciones sobre el sistema arterial Embolectomía y/o trombectomía, unilateral, miembro superior o inferior (proc. aut.);Cardiovascular;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
21-04-329;NO GES;Recambio de Endoprótesis total de cadera;Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-03-313;NO GES;Intervención quirúrgica intergral Escoliosis Neuromuscular;Odontología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
16-02-221;NO GES;Herida cortante o contusa complicada, reparación y sutura (más de 5 cm);Dermatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
11-03-127;NO GES;Aneurisma De Alta Complejidad (PPV);Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-120;NO GES;Tumores Y/O Quistes Intracraneanos Alta Complejidad (PPV);Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
21-04-313;NO GES;Intervencion Quirurgica Integral Escoliosis Neuromuscular (PPV);Traumatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-100;NO GES;Coils Alta Complejidad (PPV);Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-070;NO GES;Biopsia de nervio periférico;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-071;NO GES;Retiro de material de osteosíntesis o distractores en cirugía de craneosinostosis;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-072;NO GES;Denervación facetaria o ramo medial columna;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-073;NO GES;Artroplastia de columna ;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-074;NO GES;Aseo quirúrgico de columna vertebral;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-075;NO GES;Laminoplastía cervical;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-076;NO GES;Guía estereotáxica para realización de cirugía o procedimiento neuroquirúrgico intracranéano ;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-077;NO GES;Neurotomía periférica selectiva para tratamiento de espasticidad;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-078;NO GES;Cementación vertebral cervical, dorsal o lumbar hasta 3 niveles;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-079;NO GES;Cementación vertebral cervical, dorsal o lumbar mas de 3 niveles;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-080;NO GES;Fusión intersomatica cervical;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-081;NO GES;Fusión intersomática dorsal y lumbar corta;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-082;NO GES;Fusión intersomática dorsal y lumbar larga;Neurocirugía;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
11-03-083;NO GES;Liberación quirúrgica de nervio periférico en el Síndrome del Túnel Carpiano téc. WALANT (anestesia local sin torniquete);Neurocirugía;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
12-02-079;NO GES;Facoemulsificación;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-080;NO GES;Tratamiento quirúrgico ptosis de la ceja;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-081;NO GES;Evisceración del globo ocular;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
12-02-083;NO GES;Tratamiento Trasplante de Córnea;Oftalmología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-001;NO GES;Absceso y/o hematomas oído externo, trat. quir.;Oftalmología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-027;NO GES;Drenaje de absceso o flegmón de vestíbulo bucal;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-074;NO GES;Intervención quirúrgica implante coclear;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-075;NO GES;Fractura laríngea, reducción abierta c/s microplacas;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-076;NO GES;Punción timpánica para inyección de medicamentos;Otorrinolaringología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
13-02-077;NO GES;Implante activo de oído medio;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-078;NO GES;Tumor de conducto auditivo externo, extirpación con reparación (injerto) del conducto;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-079;NO GES;Aticotomía (excluye timpanoplastia funcional);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-080;NO GES;Plastía o dilatación por vía endoscópica trompa de Eustaquio;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-081;NO GES;Meatoplastía en oído radicalizado;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-082;NO GES;Reparación de brecha osteomeníngea por vía transtemporal;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-083;NO GES;Resección subtotal del hueso temporal (incluye tegmen, laberinto y punta de peñasco);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-084;NO GES;Resección total del hueso temporal (abordaje combinado orl y neurocirujano);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-085;NO GES;Timpanectomía con o sin tubos de ventilación;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-086;NO GES;Timpanoplastía funcional con reconstrucción de cadena osicular (excluye miringoplastía);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-087;NO GES;Timpanotomía exploradora;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-088;NO GES;Tiroplastia 1-4;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-089;NO GES;Toma de injerto cartilago tragal;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-090;NO GES;Toma de injerto fascia temporal;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-091;NO GES;Tumor glómico petro-tímpano-mástoídeo, tratamiento quirúrgico;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-092;NO GES;Cirugía de fosa pterigo palatina;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-093;NO GES;Reparación de válvula nasal;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-094;NO GES;Resección de tumor de base de cráneo anterior con reparación de duramadre (colgajo pediculado de haddad o similar);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-095;NO GES;Resección lateral del hueso temporal (incluye mástoides y conducto auditivo externo en forma circular);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-096;NO GES;Tumor benigno nasosinusal y/o rinofaríngeo, resección por vía endoscópica (excluye fibroangioma nasofaríngeo);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-097;NO GES;Tumor de espacio parafaríngeo, extirpación;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-098;NO GES;Tumor maligno nasosinusal y/o rinofaríngeo, tratamiento quirúrgico por vía endoscópica;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-099;NO GES;Sinuplastía seno frontal con balón por endoscopía u otra técnica;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-100;NO GES;Sinuplastía seno maxilar con balón por endoscopía u otra técnica;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-101;NO GES;Sinuplastía seno esfenoidal con balón por endoscopia u otra técnica;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-102;NO GES;Dacriocistocele reseccion vía nasal;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-103;NO GES;Abducción de aritenoides, aritenoidopexia;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-104;NO GES;Cordectomía, sinequia y otras malformaciones, tratatamiento quirúrgico por endoscópica (incluye laser);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-105;NO GES;Subluxación articulación cricotiroídea;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-106;NO GES;Laringectomía parcial endoscópica con láser, incluye cordectomía ampliada (carcinoma supraglótico);Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-107;NO GES;Laringoplastía por laringomalacia;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-108;NO GES;Inyección de cuerda vocal vía endoscópica;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
13-02-109;NO GES;Inyección de cuerda vocal vía externa;Otorrinolaringología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
15-02-067;NO GES;Toma de injerto de cuero cabelludo;Plástica y Reparadora;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
15-02-068;NO GES;Expansor de piel (dos o más) primer tiempo;Plástica y Reparadora;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
15-02-069;NO GES;Expansor de piel (dos o más) segundo tiempo retiro;Plástica y Reparadora;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
15-02-070;NO GES;Expansor de piel (único) primer tiempo;Plástica y Reparadora;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
15-02-071;NO GES;Expansor de piel (único) segundo tiempo o retiro;Plástica y Reparadora;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
16-02-240;NO GES;Curación por Médico, Quemadura o Similar  menor al 5% superficie corporal en pabellón;Dermatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
16-02-241;NO GES;Curación por Médico, Quemadura o Similar  5 a 10% superficie corporal en pabellón;Dermatología;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
16-02-242;NO GES;Curación por Médico, Quemadura o Similar mayor al 10 %  superficie corporal en pabellón;Dermatología;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
17-03-023;NO GES;Denudación venosa (proc. aut.);Cirugía Cardiovascular;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
17-03-064;NO GES;Implante de prótesis para hemodiálisis;Cirugía Cardiovascular;;Cirugía Menor;Intervención Quirúrgica No Oncológica;;;;
17-03-065;NO GES;Transposición basílica o similar;Cirugía Cardiovascular;;Cirugía Mayor;Intervención Quirúrgica No Oncológica;;;;
