Código;Prestación;COD;Tipo de lista;Vigencia Entrada;Vigencia Salida;Nombre Tipo de Procedimiento;Especialidad;Edad_Min año;Edad_Max año;tipo de Especialidad
04-03-104;Tomografia Computarizada Angio De Cuello;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;TOMOGRAFIA AXIAL COMPUTARIZADA (TAC) ;Procedimientos;0;150;Médica
04-03-105;Tomografía Computarizada Angio De Pelvis;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;TOMOGRAFIA AXIAL COMPUTARIZADA (TAC) ;Procedimientos;0;150;Médica
04-03-106;Tomografía Computarizada Angio Cardíaco;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;TOMOGRAFIA AXIAL COMPUTARIZADA (TAC) ;Procedimientos;0;150;Médica
04-04-002;Ecografía Obstétrica;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-003;Ecografía Abdominal (Incluye Hígado, Vía Biliar, Vesícula, Páncreas, Riñones, Bazo, Retroperitoneo Y Grandes Vasos);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-004;Ecografía Como Apoyo A Cirugía, O A Procedimiento (De Tórax, Muscular, Partes Blandas, Etc.);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-005;Ecografía Transvaginal O Transrectal;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-006;Ecografía Ginecológica, Pelviana Femenina U Obstétrica Con Estudio Fetal;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-007;Ecografía Transvaginal Para Seguimiento De Ovulación, Procedimiento Completo (6-8 Sesiones );3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-008;Ecografía Para Seguimiento De Ovulación, Procedimiento Completo (6 A 8 Sesiones);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-009;Ecografía Pélvica Masculina (Incluye Vejiga Y Próstata);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-010;Ecografía Renal (Bilateral), O De Bazo;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-011;Ecografía Encefálica (Rn O Lactante);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-012;Ecografía Mamaria Bilateral (Incluye Doppler);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-013;Ecografía Ocular, Uno O Ambos Ojos.;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-014;Ecografía Testicular (Uno O Ambos) (Incluye Doppler);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-015;Ecografía Tiroidea (Incluye Doppler);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-016;Ecografía Vascular Periférica, Articular O De Partes Blandas;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-118;Ecografía Vascular (Arterial Y Venosa) Periférica (Bilateral);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-119;Ecografía Doppler De Vasos Del Cuello;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-120;Ecografía Transcraneana;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-121;Ecografía Abdominal O De Vasos Testiculares;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-04-122;Ecografía Doppler De Vasos Placentarios;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;ULTRASONOGRAFIA                                       ;Ultrasonografia;0;150;Médica
04-05-001;Resonancia Magnética Cráneo Encefálica;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-002;Resonancia Magnética De Hipotálamo Hipófisis;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-003;Resonancia Magnética  De Órbitas;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-004;Resonancia Magnética De Articulaciones Temporomandibulares;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-005;Resonancia Magnética  De Columna Cervical;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-006;Resonancia Magnética De Columna Dorsal;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-007;Resonancia Magnética De Columna Lumbar;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-008;Angiografía Por Resonancia;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-009;Resonancia Magnética De Tórax;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-010;Resonancia Magnética De Abdomen ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-011;Resonancia Magnética De Pelvis;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-012;Resonancia Magnética De Abdomen Y Pelvis;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-013;Resonancia Magnética De Rodilla;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-014;Resonancia Magnética Extremidad Superior (Uno O Mas Segmentos);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-015;Resonancia Extremidad Inferior (Uno O Mas Segmentos);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-016;Resonancia Columna Total (Cervical, Dorsal, Lumbar);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-017;Resonancia Magnética Angiografía De Encéfalo ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-018;Resonancia Magnética Angiografía De Cuello;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-019;Resonancia Magnética Angiografía De Tórax ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-020;Resonancia Magnética Angiografía De Abdomen ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-021;Resonancia Magnética Angiografía De Pelvis ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-022;Resonancia Magnética  Angiografía De Extremidad Su;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-023;Resonancia Magnética  Angiografia De Extremidad In;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-024;Resonancia Magnética De Mano O Muñeca ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-025;Resonancia Magnética De Antebrazo O Brazo ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-026;Resonancia Magnética De Codo ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-027;Resonancia Magnética De Hombro ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-028;Resonancia Magnética De Pie, Antepie O Tobillo ;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-029;Resonancia Magnética De Pierna;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-030;Resonancia Magnética De Muslo;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-031;Resonancia Magnética De Mama (Bilateral);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
04-05-098;Colangioresonancia;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;RESONANCIA MAGNÉTICA;Resonancia;0;150;Médica
05-01-100;Captación I-131 A Las 2 Y/O 24 Horas;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-101;Cintigrafía Tiroidea, Cualquier Radioisótopo;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-102;Cintigrafía  Glándulas Paratiroides (No Incluye Mibi);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-103;Cintigrafía Ósea Completa Planar O Médula Ósea (A.C. 0501133, Cuando Corresponda);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-104;Cintigrafía Ósea Trifásica (Incluye Mediciones Fase Precoz Y Tardía);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-105;Spect Cardíaco Stress Y Reposo (No Incluye Honorarios Médico Cardiólogo);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-106;Ventriculografía Cardíaca Isotópica;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-107;Pool Sanguíneo, Arteriografia Isotópica C/U;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-108;Linfocintigrafía Isotópica (No Incluye Procedimiento);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-109;Pool Sanguíneo Spect;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-110;Cintigrafía Glándulas Salivales O Dacriocintigrafía;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-111;Estudio Motilidad Esofágica Y/O Reflujo Gastroesofágico;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-112;Vaciamiento Gástrico Líquido O Sólido;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-113;Cintigrafía Vesícula Y Vía Biliar;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-114;Detección De Sitio De Sangramiento Digestivo Con Glóbulos Rojos Marcados;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-115;Detección Divertículo Meckel;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-116;Spect Hepatoesplénico, Evaluación Hemangioma O Hiperplasia (Incluye Mediciones Fase Precoz Y Tardía);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-117;Cintigrafía Renal Con D.M.S.A.;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-118;Estudio Dinámico Renal Con Tc 99 Dtpa;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-119;Estudio Dinámico Renal Con Tc 99 Mag 3;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-120;Cistografía Isotópica Indirecta;3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
05-01-121;Cistografía Isotópica Directa (No Incluye Procedimiento);3;Exámenes y Procedimientos;31-12-2008;31-12-2050;MEDICINA NUCLEAR Y RADIOTERAPIA / PROCEDIMIENTOS DIAGNOSTICOS;Medicina Nuclear;0;150;Médica
