Código;Prestación;COD;Tipo de lista;Vigencia Entrada;Vigencia Salida;Nombre Tipo de Procedimiento;Especialidad;Edad_Min año;Edad_Max año;tipo de Especialidad
18-02-068;Colectomía Total Abdominal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-069;Descenso De Colon C/Conservación Del Esfínter, Incluye Resección De Colon;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-070;Hartmann, Operación De (O Similar);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-071;Perforación Y/O Herida De Intestino, Única O Múltiple, Trat. Quir. (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-072;Quiste Y/O Tumor Del Mesenterio Y/O Epiplones, Único Y/O Múltiple, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-073;Reconstitución  Tránsito Post Operación De Hartmann O Sim.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-074;Resección De Intestino Y Enteroanastomosis (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-075;Resección Intestinal Masiva Por Trombosis Mesentérica U Otra Etiología;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-076;Duplicación Intestinal, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-077;Mal Rotación Intestinal, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-079;Gastrectomía Total Con Ostomías Proximal Y Distal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-080;Reconstitución  De Tránsito En 2° Tiempo De Operación Código 18-02-079;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-081;Colecistectomía Por Videolaparoscopía, Proc. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-082;Resección Intestinal Con Ostomías Proximal Y Distal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-100;Trasplante Hepático;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-101;Diafragmática Por Vía Abdominal O Cualquiera Otra Hernia Con Uso De Prótesis (Incluye El Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-02-148;Yeyunopancreatostomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-001;Absceso Anorrectal Complejo (Implica Hospitalización Y Anestesia General);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-002;Absceso Anorrectal Simple, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-003;Absceso Sacrocoxígeo, Drenaje;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-004;Biopsia Quirúrgica Rectal (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-005;Criptectomía Y/O Papilectomía (Cualquier Número, Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-006;Cuerpo Extraño Rectal:Extracción Por Vía Abdominal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-007;Cuerpo Extraño Rectal:Extracción Por Vía Anal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-008;Desgarros Y Heridas Anorrectales Con Compromiso Del Esfinter;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-009;Desgarros Y Heridas Anorrectales Sin Compromiso Del Esfinter;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-010;Esfinterotomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-011;Estenosis Anal, Plastía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-012;Estenosis Rectal, Plastía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-013;Fecaloma, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-014;Fístula Rectovesical  Trat. Quir. De:;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-015;Fístula  Rectovaginal, Rectouretral O Uretrovaginal Trat. Quir. De:-;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-016;Fístula Anorrectal, De Cualquier Tipo Trat. Quir. De:;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-017;Fisura Anal, Repar. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-018;Hemorroidectomía (Incluye Otras Operaciones Complementarias En Canal Anal);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-019;Hemorroides, Trombectomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-020;Imperforación Anal,Reconstitución Transito Por Via Abdomino-Perineal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-021;Imperforación Anal,Reconstitución Transito Porimperforación Anal,Reconstitución Transito Por Via Perineal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-022;Imperforación Anal, Reconstitución Transito Por Via Sagital Posterior;4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-023;Incontinencia Anal, Trat. Quir. Decon Cerclaje;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-024;Incontinencia Anal, Trat. Quir. Decon Plastía Muscular;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-025;Pólipo Rectal, Trat. Quir.Por Vía Abdominal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-026;Pólipo Rectal, Trat. Quir.Por Vía Anal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-027;Prolapso Rectal, Trat. Quir.Por Vía Abdominal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-028;Prolapso Rectal, Trat. Quir.Por Vía Anal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-029;Panproctocolectomía (2 Equipos);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-030;Prurito Anal, Trat. Quir. Por Denervación;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-031;Quiste Sacrocoxígeo, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-032;Resección Abdómino-Perineal De Ano Y Recto (2 Equipos);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-033;Resección Abdómino-Perineal De Ano Y Recto Ampliada (2 Equipos) (Incluye Genitales Femeninos);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-034;Resección Anterior De Recto;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-035;Resección Perineal De Ano Y Recto;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
18-03-038;Condilomas Anales, Trat. Quir. (Para Electrofulguración Ver Cód. 16-01-006);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Cirugía Digestiva;0;150;Médica
19-02-001;Cirugía Riñón Absceso Perinefrítico, Vaciamiento;4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Urología;0;150;Médica
19-02-002;Cirugía Riñón Arterias Renales, Operaciones Sobre (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-003;Cirugía Riñón Auto O Heterotrasplante;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-004;Cirugía Riñón Cirugía De Banco, (Proc. Completo) (Micro-Extracorpórea), Autotrasplante;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-005;Litiasis Renal, Trat. Quir. Percutáneo C/S Ultrasonido (Incluye Todo El Procedimiento);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-006;Litiasis Renal, Trat. Quir. Por Nefrotomía Anatrófica O Bivalva;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-008;Lumbotomía Exploradora C/S Dren., C/S Biopsia (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-009;Nefrectomía Parcial Y/O Cirugía De Traumatismo Renal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-010;Nefrectomía Radical Ampliada (Incluye Ganglios);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-011;Nefrectomía Total;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-012;Nefrostomía, Nefropexia Y/O Nefrotomía Por Litiasis, Biopsias U Otras;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-013;Pielotomía Exploradora Y/O Terapéutica (Incluye La  Pielostomía Y/O Pieloplastía);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-014;Cirugía Suprarrenales Suprarrenalectomía Bilateral;4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Urología;0;150;Médica
19-02-015;Suprarrenalectomía Unilateral;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-016;Anastomosis De Los Uréteres;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-017;Fístula Urétero-Vaginal, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-018;Nefroureterectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-019;Ureterectomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-020;Urétero-Litotomía Abierta;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-021;Urétero-Litotomía Endoscópica C/Ureteroscopía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-022;Ureteroplastías, Proc. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-023;Uréterorrafia Y/O Uréterolisis C/U;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-024;Ureterostomía Bilateral: Vesical, Cutánea O Intestinal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-025;Ureterostomía Unilateral: Vesical, Cutánea O Intestinal;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-027;Cistectomía Parcial Y/O Trat. Quir. De Divertículo Vesical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-028;Cistectomía Radical, Proc. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-029;Cistoplastía, Proc. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-030;Cistorrafia, Proc. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-031;Cistostomía C/S Extracción De Cuerpo Extraño O Cálculo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-032;Extrofia Vesical, Proc. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-033;Fístula Vésico-Cutánea, Y/O Vaginal, Y/O Intest., Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-034;Lesiones Del Cuello Vesical, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-035;Ligadura De Arterias Hipogástricas (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-036;Operación De Bricker;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-037;Resección Endoscópica De Cáncer Vesical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-038;Reservorio Continente Intestinal Externo O Interno;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-040;Diverticulectomía Por Vía Vaginal, Perineal, Penoescrotal O Quistectomía Uretral;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-041;Flegmón Urinoso, Drenaje Y Cistostomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-042;Glándulas De Cowper, Lesiones De Las, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Urología;0;150;Médica
19-02-043;Hipospadia Distal O Plastía De Uretra (Cada Tiempo);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-044;Hipospadia Proximal, Trat. Quir. En Un Tiempo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-045;Incontinencia Urinaria, Trat. Quir. Por Vía Abdominal, Suprapúbica O Combinada (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-046;Meatotomía Mujer;4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Urología;0;150;Médica
19-02-047;Meatotomía Quirúrgica C/S Resección De Pólipo O Carúncula;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-048;Pólipo Meato, Electrocoagulación;4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Urología;0;150;Médica
19-02-049;Uretrectomía C/S Cistostomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-050;Plastía De Uretra O Trat. De Fístulas Residuales;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-051;Uretrostomía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-052;Uretrotomía Externa (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-053;Uretrotomía Interna Y/O Uretrolitotomía (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-054;Absceso De Prostata Y Vesiculas Seminales, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-055;Adenoma O Cáncer Prostático, Resección Endoscópica;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-056;Adenoma Prostático, Trat. Quir. Cualquier Vía O Técnica Abierta;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-057;Tumores Malignos De Próstata O Vesículas Seminales, Trat. Quir. Radical;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-058;Vesiculostomía Diagnóstica Y/O Terapéutica;4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Urología;0;150;Médica
19-02-059;Biopsia Quirúrgica (Uno O Ambos) (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-060;Descenso Testículo Abdominal C/S Hernioplastía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-061;Descenso Testículo Inguinal C/S Hernioplastía;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-062;Escroto, Plastía De, Proc. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-063;Hidatidectomía Unilat. C/S Eversión De La Vaginal (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-064;Hidrocele Y/O Hematocele, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-065;Orquidectomía Un Lado;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-066;Orquidopexia  Un Lado;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-067;Prótesis Testicular, (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-068;Tumores Malignos Del Testículo, Orquidectomía Ampliada No Incluye Vaciamiento Lumbo-Aórtico;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-069;Tumores Malignos Del Testículo, Orquidectomía Ampliada Con Vaciamiento Lumbo-Aórtico;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-070;Anastomosis De Los Deferentes;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-071;Epididimectomía Parcial O Total, Un Lado;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-072;Plastía Epidídimo-Deferente (Operación De Martín O Sim.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-073;Quistes Del Cordón, Y/O Epidídimo, Extirpación, Epididimotomía Diagnóstica Y/O Terapéutica (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-074;Torsión Del Cordón, Trat. Quir. (Incluye La Fijación Del Otro Testículo);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-075;Varicocele Unilateral, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-076;Vasectomía Bilateral, (Proc. Aut.) (La Vasectomía Como Tiempo Previo A Una Resección De Próstata Esta Incluida En La Prostatectomía);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-077;Epispadias, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2024;QUIRÚRGICA;Urología;0;150;Médica
19-02-078;Amputación Parcial Del Pene (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-079;Amputación Total Del Pene, Proc. Completo;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-080;Biopsia De Pene (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-081;Cavernosostomía Y/O Caverno-Espongiostomía Y/O Shunt Safenocavernoso;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-082;Circuncisión (Incluye Sección De Frenillo, Y/O De Sinequias Bálano-Prepuciales, Y/O Incisión Dorsal C/S Meatotomía);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-083;Lesiones Del Cuerpo Cavernoso, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-084;Meatotomía Hombre Y/O Sección Frenillo Y/O Incisión Dorsal, (Proc. Aut.);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-085;Plastía De Pene, Proc. Completo (No Incluye Valor De La Prótesis);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
19-02-090;Litiasis Renal Trat. Por Onda De Choque (Litotriplitiasis Renal Trat. Por Onda De Choque (Litotripsia Extracorpórea);4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Urología;0;150;Médica
20-02-001;Absceso Y/O Hematoma, Trat. Quir.;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Ginecología Y Obstetricia;0;150;Médica
20-02-002;Mastectomía Parcial (Cuadrantectomía O Similar) O Total S/Vaciamiento Ganglionar;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Ginecología Y Obstetricia;0;150;Médica
20-02-003;Mastectomía Radical O Tumorectomía C/Vaciamiento Ganglionar O Mastectomía Total C/Vaciamiento Ganglionar;4;Intervención Quirúrgica;31-12-2008;31-12-2050;QUIRÚRGICA;Ginecología Y Obstetricia;0;150;Médica
